Sorghum bicolor	Brachypodium distachyon	Oryza sativa	Panicum virgatum	Setaria italica	Zea mays	
Sobic.001G000100	Bradi2g42460		Pavir.4KG278600, Pavir.4KG276600	Seita.9G000900	GRMZM2G007948
Sobic.002G097900			Pavir.2NG189600, Pavir.2NG020100, Pavir.J724900, Pavir.2KG020300, Pavir.2NG019900, Pavir.2NG020000, Pavir.2KG187200, Pavir.2NG189800, Pavir.2KG020700, Pavir.2NG189200, Pavir.2KG187100, Pavir.2NG020300, Pavir.2KG187600, Pavir.2KG187000, Pavir.2NG189500, Pavir.2NG019800, Pavir.2KG020200, Pavir.2KG021000, Pavir.7NG159100, Pavir.2NG190100, Pavir.2KG216200, Pavir.2KG027400, Pavir.2KG187300, Pavir.2NG189900, Pavir.2KG021200, Pavir.2KG019400, Pavir.2KG024400, Pavir.J681100	Seita.2G017400, Seita.9G387400, Seita.8G217700, Seita.2G018400, Seita.2G017200, Seita.2G067200, Seita.2G067300, Seita.2G018200, Seita.2G017800, Seita.2G017300, Seita.2G067400, Seita.8G217600, Seita.2G018000, Seita.2G017100	
Sobic.002G098000					
Sobic.002G098050					
Sobic.002G098100					
Sobic.002G098200				Seita.6G034900	
Sobic.002G098300			Pavir.6KG412100, Pavir.9KG437200, Pavir.6KG040600, Pavir.2KG252900, Pavir.9KG377100	Seita.7G303200	
Sobic.002G098400	Bradi4g28964, Bradi1g37830	LOC_Os12g29820	Pavir.2KG022200, Pavir.2KG019800, Pavir.2KG020000, Pavir.7NG325400, Pavir.2NG190200, Pavir.2KG019700, Pavir.2KG022600, Pavir.2NG190600	Seita.2G016500, Seita.2G016200	
Sobic.002G098450					
Sobic.002G098500	Bradi1g53120	LOC_Os07g15600	Pavir.2KG126700	Seita.2G101200	GRMZM2G156568, GRMZM2G067756
Sobic.002G098600	Bradi1g53110	LOC_Os07g15640	Pavir.2NG094900, Pavir.2KG126400	Seita.2G101300	GRMZM2G367008
Sobic.002G098701	Bradi4g15467, Bradi4g14285		Pavir.1KG156400, Pavir.1KG156600, Pavir.2NG094700, Pavir.2KG126100	Seita.2G101600, Seita.2G101500	
Sobic.002G098800	Bradi1g53100	LOC_Os07g15670	Pavir.2KG125600	Seita.2G102100, Seita.2G212200	GRMZM2G145895
Sobic.002G098850		LOC_Os01g40460, LOC_Os04g45890		Seita.9G276500	AC211269.3_FGP007
Sobic.002G098900		LOC_Os07g15680		Seita.2G212100	GRMZM2G145944
Sobic.002G099000					GRMZM5G847599
Sobic.002G099100		LOC_Os07g17370	Pavir.2KG124500, Pavir.2KG124300, Pavir.2KG125200, Pavir.2KG125400, Pavir.2KG124800, Pavir.2KG124400, Pavir.2KG125000, Pavir.2KG125300, Pavir.2KG124600, Pavir.2NG522000	Seita.2G101900	AC225564.3_FGP003
Sobic.002G099200		LOC_Os07g17370			
Sobic.002G099300					
Sobic.002G099350					
Sobic.002G099401					
Sobic.002G099451			Pavir.3KG505400		
Sobic.002G099500			Pavir.3KG397200	Seita.6G034900	
Sobic.002G099600		LOC_Os10g19892, LOC_Os10g19902, LOC_Os10g19904, LOC_Os10g19898			AC215875.3_FGP001, GRMZM2G079962
Sobic.002G099700					GRMZM2G033027, GRMZM5G810231
Sobic.002G099800	Bradi1g62561, Bradi1g55067		Pavir.6NG360300, Pavir.8KG367500, Pavir.6KG410100	Seita.6G249300	
Sobic.002G099866					
Sobic.002G099932	Bradi1g58845, Bradi1g58952			Seita.9G193300	
Sobic.002G100000		LOC_Os07g02890, LOC_Os07g02930, LOC_Os07g02910			
Sobic.002G100100					
Sobic.002G100200				Seita.6G034900	
Sobic.002G100300	Bradi3g18745	LOC_Os07g13900	Pavir.2KG177900, Pavir.2KG177300		GRMZM2G405844
Sobic.002G100600					
Sobic.002G100700		LOC_Os07g02990, LOC_Os07g03015, LOC_Os07g02980, LOC_Os07g03050, LOC_Os07g03060, LOC_Os07g02970			
Sobic.002G100766					
Sobic.002G100832	Bradi4g24330				
Sobic.002G100900					
Sobic.002G100950					
Sobic.002G101000	Bradi1g53070	LOC_Os07g15880	Pavir.2KG124100, Pavir.2NG093900, Pavir.2NG522200	Seita.9G386200	
Sobic.002G101100					
Sobic.002G101200					
Sobic.002G101300			Pavir.2NG522500, Pavir.2KG123800	Seita.9G386300	GRMZM2G176977
Sobic.002G101400	Bradi1g53060	LOC_Os07g16040, LOC_Os07g15970	Pavir.1KG196800, Pavir.3NG157500, Pavir.2KG123200	Seita.3G287300	
Sobic.002G101500			Pavir.2KG175500		
Sobic.002G101550					
Sobic.002G101600					
Sobic.002G101700			Pavir.2KG175500		
Sobic.002G101800			Pavir.2KG175500		
Sobic.002G101900					
Sobic.002G102000					
Sobic.002G102066			Pavir.6NG001900		
Sobic.002G102132			Pavir.6NG001900		
Sobic.002G102200	Bradi1g53050	LOC_Os07g16130	Pavir.2NG122800	Seita.9G386700	GRMZM2G302778
Sobic.002G102300					
Sobic.002G102500					
Sobic.002G102600					
Sobic.002G102700	Bradi5g18660	LOC_Os04g48200, LOC_Os11g18570, LOC_Os07g29960		Seita.2G094000	
Sobic.002G102800			Pavir.2NG093500, Pavir.2KG122000	Seita.9G387100	GRMZM2G035490, GRMZM2G057220
Sobic.002G102900	Bradi4g37070	LOC_Os09g37540	Pavir.2NG461900, Pavir.2KG394000	Seita.2G297500	GRMZM2G019363
Sobic.002G103000			Pavir.2NG093500, Pavir.2KG122000	Seita.9G387100	GRMZM2G035490, GRMZM2G057220
Sobic.002G103100					
Sobic.002G103200					
Sobic.002G103400					
Sobic.002G103500	Bradi1g02100	LOC_Os03g62600	Pavir.2KG170900, Pavir.2NG130000	Seita.9G387600	GRMZM2G029486
Sobic.002G103600	Bradi1g32610	LOC_Os07g16960	Pavir.2NG130100, Pavir.2NG315000, Pavir.2KG305400, Pavir.2KG171100	Seita.9G387700	GRMZM2G022310
Sobic.002G103700					
Sobic.002G103800	Bradi1g53020	LOC_Os07g16970	Pavir.2KG171200, Pavir.2NG130200	Seita.9G387800	GRMZM2G047431
Sobic.002G103900	Bradi1g53000	LOC_Os07g17120	Pavir.2KG173100	Seita.2G102400	GRMZM2G053637
Sobic.002G104000					
Sobic.002G104050					
Sobic.002G104100	Bradi1g52990	LOC_Os07g17130	Pavir.2NG130800, Pavir.2KG173200	Seita.2G102500	GRMZM5G872216
Sobic.002G104200					GRMZM2G374213
Sobic.002G104300		LOC_Os07g17210	Pavir.2NG131100, Pavir.2KG173500	Seita.2G102900	GRMZM2G317051
Sobic.002G104400		LOC_Os01g17130, LOC_Os07g17230	Pavir.2KG173700, Pavir.2NG131200	Seita.2G103000	GRMZM2G382273
Sobic.002G104450					
Sobic.002G104500		LOC_Os07g17250	Pavir.2NG131500		GRMZM2G038388
Sobic.002G104600		LOC_Os07g17280	Pavir.2NG131600, Pavir.2KG173900		
Sobic.002G104700	Bradi1g52980	LOC_Os07g17300	Pavir.9NG005300, Pavir.9NG005400, Pavir.2NG131800, Pavir.2KG174100	Seita.2G103100	GRMZM2G045834
Sobic.002G104801	Bradi1g52970	LOC_Os07g17310	Pavir.2KG174200	Seita.2G103200	GRMZM6G602171
Sobic.002G104900	Bradi1g44510		Pavir.2KG174300, Pavir.2NG132100	Seita.2G103600	
Sobic.002G105000		LOC_Os07g17680, LOC_Os12g31340	Pavir.2KG176900	Seita.4G113400, Seita.4G107300	
Sobic.002G105101		LOC_Os07g17680, LOC_Os12g31340	Pavir.2KG176900	Seita.4G113400, Seita.4G107300	
Sobic.002G105200	Bradi1g52760	LOC_Os07g17360	Pavir.2NG132200, Pavir.2KG174500	Seita.2G103700	GRMZM2G106141, GRMZM2G147885
Sobic.002G105250			Pavir.2KG175500		
Sobic.002G105300				Seita.2G103900	GRMZM2G053493
Sobic.002G105350					
Sobic.002G105400			Pavir.2KG175500		
Sobic.002G105501					
Sobic.002G105600					
Sobic.002G105700		LOC_Os07g17370	Pavir.2KG175800, Pavir.7KG000600, Pavir.2KG175900, Pavir.2KG176400, Pavir.2NG142800, Pavir.2NG132900	Seita.2G104400, Seita.2G104100	GRMZM2G006399
Sobic.002G105800		LOC_Os07g17400	Pavir.2KG176100, Pavir.2NG133000	Seita.2G104200	GRMZM2G171967
Sobic.002G105900	Bradi2g20165, Bradi4g03172, Bradi1g15496	LOC_Os07g17680, LOC_Os12g31340	Pavir.2KG176600		
Sobic.002G106000	Bradi4g03215, Bradi4g03093, Bradi4g03083, Bradi4g03086, Bradi4g03080, Bradi4g03107, Bradi4g21936, Bradi4g02955, Bradi4g03097, Bradi3g04737	LOC_Os07g17490, LOC_Os07g17520, LOC_Os07g17460	Pavir.2KG177100, Pavir.2KG169000, Pavir.2NG133400, Pavir.2NG133500, Pavir.2KG178000, Pavir.2KG177200	Seita.2G104500, Seita.9G383200	
Sobic.002G106100	Bradi4g03215, Bradi4g03093, Bradi4g03083, Bradi4g03086, Bradi4g03080, Bradi4g03107, Bradi4g21936, Bradi4g02955, Bradi4g03097, Bradi3g04737	LOC_Os07g17490, LOC_Os07g17520, LOC_Os07g17460	Pavir.2KG177100, Pavir.2KG169000, Pavir.2NG133400, Pavir.2NG133500, Pavir.2KG178000, Pavir.2KG177200	Seita.2G104500, Seita.9G383200	
Sobic.002G106200				Seita.1G361300	GRMZM2G037882
Sobic.002G106600				Seita.1G361300	GRMZM5G805697
Sobic.002G106700		LOC_Os08g39220	Pavir.6KG302200, Pavir.6NG262000		
Sobic.002G106800	Bradi1g52960	LOC_Os07g18070	Pavir.2NG134000, Pavir.2KG177400	Seita.2G104800	GRMZM2G173419
Sobic.002G106900	Bradi1g34533		Pavir.2KG178400, Pavir.2NG134200		
Sobic.002G107000	Bradi1g52740	LOC_Os07g18120, LOC_Os07g18154	Pavir.2KG177800, Pavir.2KG178500, Pavir.2NG134400	Seita.2G104900, Seita.2G105100, Seita.2G105200	
Sobic.002G107200	Bradi1g52740	LOC_Os07g18120, LOC_Os07g18154	Pavir.2KG177800, Pavir.2KG178500, Pavir.2NG134400	Seita.2G104900, Seita.2G105100, Seita.2G105200	
Sobic.002G107400	Bradi1g52740	LOC_Os07g18120, LOC_Os07g18154	Pavir.2KG177800, Pavir.2KG178500, Pavir.2NG134400	Seita.2G104900, Seita.2G105100, Seita.2G105200	
Sobic.002G107466					
Sobic.002G107532					
Sobic.002G107600	Bradi1g52740	LOC_Os07g18120, LOC_Os07g18154	Pavir.2KG177800, Pavir.2KG178500, Pavir.2NG134400	Seita.2G104900, Seita.2G105100, Seita.2G105200	
Sobic.002G107700					
Sobic.002G107800	Bradi5g16770	LOC_Os07g18230	Pavir.2NG113000, Pavir.2KG178200		GRMZM2G469175
Sobic.002G107900	Bradi5g16760	LOC_Os07g18240	Pavir.2NG113300, Pavir.2NG292000, Pavir.2KG252400, Pavir.2KG178300		GRMZM2G438871
Sobic.002G108000	Bradi4g19610	LOC_Os11g23220	Pavir.8NG258100	Seita.8G112600	GRMZM2G086502
Sobic.002G108100	Bradi2g16200, Bradi2g16180, Bradi4g04691, Bradi2g16190, Bradi2g36497, Bradi2g36564, Bradi2g36850, Bradi2g36817, Bradi2g36801, Bradi2g36526, Bradi1g49527, Bradi2g36550, Bradi2g36521, Bradi3g02240	LOC_Os07g18540, LOC_Os07g18560, LOC_Os07g18510	Pavir.5NG379600, Pavir.2NG271500, Pavir.2NG261400, Pavir.2KG156400, Pavir.2KG202900, Pavir.2NG291900, Pavir.2NG271800, Pavir.2KG252200, Pavir.2NG133900	Seita.2G105400	
Sobic.002G108200	Bradi1g34533	LOC_Os12g37150, LOC_Os12g37160, LOC_Os12g37130, LOC_Os12g37110	Pavir.J038900, Pavir.6NG085600, Pavir.6KG049200	Seita.2G105500	GRMZM2G012508, GRMZM5G821968
Sobic.002G108300			Pavir.7KG124600, Pavir.9KG488200, Pavir.5NG510800, Pavir.6KG303100, Pavir.8KG385700, Pavir.5NG605400, Pavir.6KG368600, Pavir.2NG257500, Pavir.2NG522100, Pavir.2NG333300, Pavir.9KG209900, Pavir.9NG720800, Pavir.9NG731500, Pavir.J118200, Pavir.1NG092400, Pavir.6KG118400		
Sobic.002G108400	Bradi3g35980, Bradi2g41750	LOC_Os12g09500, LOC_Os10g05490, LOC_Os10g21050	Pavir.3KG561500, Pavir.2KG270900, Pavir.2NG247500	Seita.2G140600	
Sobic.002G108450		LOC_Os01g40460, LOC_Os04g45890		Seita.9G276500	AC211269.3_FGP007
Sobic.002G108500	Bradi3g35980, Bradi2g41750	LOC_Os12g09500, LOC_Os10g05490, LOC_Os10g21050	Pavir.3KG561500, Pavir.2KG270900, Pavir.2NG247500	Seita.2G140600	
Sobic.002G108600		LOC_Os07g18710	Pavir.2KG243400, Pavir.2NG291800	Seita.2G105600	GRMZM2G030823
Sobic.002G108700					
Sobic.002G108800	Bradi3g60730, Bradi3g60740	LOC_Os09g38210	Pavir.2KG359500, Pavir.2NG158000	Seita.2G302500	GRMZM2G072632
Sobic.002G108900	Bradi4g12250	LOC_Os11g41850, LOC_Os11g41840	Pavir.8NG330500, Pavir.8KG361100	Seita.8G205100, Seita.8G205000	GRMZM5G862325
Sobic.002G109000	Bradi1g52707	LOC_Os07g18720	Pavir.2KG243000	Seita.2G106400	GRMZM5G863152
Sobic.002G109100	Bradi3g58060	LOC_Os07g18750	Pavir.2NG266300, Pavir.2KG242900	Seita.2G106500	GRMZM2G164440
Sobic.002G109200					
Sobic.002G109300	Bradi5g02010, Bradi5g02030, Bradi3g57540	LOC_Os09g07670, LOC_Os10g08014, LOC_Os09g03939, LOC_Os07g18874	Pavir.2KG214000, Pavir.2NG289500, Pavir.2KG232100	Seita.2G106700	GRMZM5G817964
Sobic.002G109400	Bradi1g19470	LOC_Os07g18990	Pavir.2NG266200, Pavir.2KG242800, Pavir.2KG242600	Seita.2G107000, Seita.2G106800	AC233926.1_FGP002, GRMZM2G071771
Sobic.002G109500		LOC_Os07g19000	Pavir.2KG252100, Pavir.2NG266000	Seita.2G106900, Seita.2G107100	GRMZM2G000221
Sobic.002G109600	Bradi4g27410	LOC_Os07g19030	Pavir.2NG265900	Seita.2G107200	GRMZM2G130651
Sobic.002G109700	Bradi1g52625	LOC_Os07g19040	Pavir.2NG265800, Pavir.2KG245700	Seita.2G107300	GRMZM2G130686, GRMZM2G160265, GRMZM2G080547
Sobic.002G109800	Bradi1g52625	LOC_Os07g19040	Pavir.2NG265800, Pavir.2KG245700	Seita.2G107300	GRMZM2G130686, GRMZM2G160265, GRMZM2G080547
Sobic.002G109900	Bradi1g52625	LOC_Os07g19040	Pavir.2NG265800, Pavir.2KG245700	Seita.2G107300	GRMZM2G130686, GRMZM2G160265, GRMZM2G080547
Sobic.002G110000	Bradi2g43755	LOC_Os01g19750	Pavir.9NG837100, Pavir.9KG246700	Seita.9G578100	
Sobic.002G110100					
Sobic.002G110200	Bradi2g21918	LOC_Os07g19210	Pavir.J053900, Pavir.2NG284600	Seita.2G107500	
Sobic.002G110300			Pavir.2KG251700, Pavir.2NG284400	Seita.2G107800	
Sobic.002G110400	Bradi1g52620	LOC_Os07g19400	Pavir.2NG284000	Seita.2G108000	GRMZM2G427826, GRMZM2G466578
Sobic.002G110500	Bradi1g52600	LOC_Os07g19494	Pavir.2KG251300, Pavir.2NG283800	Seita.2G108200	GRMZM2G104258
Sobic.002G110600	Bradi1g52610	LOC_Os07g19444	Pavir.2KG251400, Pavir.2NG283900	Seita.2G108100	GRMZM2G104231
Sobic.002G110700	Bradi1g52700	LOC_Os07g19470	Pavir.2NG283700, Pavir.2KG251200, Pavir.2NG226200	Seita.2G108300	GRMZM2G099547
Sobic.002G110800		LOC_Os07g19460	Pavir.2KG250900, Pavir.2NG283500	Seita.2G108400	GRMZM2G169914
Sobic.002G111000	Bradi1g52690	LOC_Os07g19530	Pavir.2KG250700, Pavir.2NG283300	Seita.2G108500	GRMZM2G145063
Sobic.002G111100	Bradi1g52660	LOC_Os07g20270	Pavir.2KG250600, Pavir.2NG283100	Seita.2G108600	GRMZM2G472146
Sobic.002G111200	Bradi2g34780	LOC_Os09g04730	Pavir.3NG098900, Pavir.3KG404500	Seita.3G131500	GRMZM2G041694
Sobic.002G111300	Bradi2g59171	LOC_Os07g20290	Pavir.2NG228200, Pavir.2KG250500	Seita.2G108700	GRMZM2G335407
Sobic.002G111400	Bradi1g33630	LOC_Os07g20340	Pavir.2NG291300, Pavir.2KG250400	Seita.2G108800	GRMZM2G042692
Sobic.002G111500			Pavir.2KG250300	Seita.2G108900	GRMZM2G017382
Sobic.002G111600	Bradi4g02340	LOC_Os07g20410	Pavir.2KG250200, Pavir.2NG290900	Seita.2G109000	GRMZM2G076542
Sobic.002G111700	Bradi3g49340	LOC_Os07g20420	Pavir.2NG290800, Pavir.2KG250100	Seita.2G109100	GRMZM2G138303
Sobic.002G111800	Bradi1g01800	LOC_Os07g20544	Pavir.2KG250000, Pavir.2NG290600	Seita.2G109200	GRMZM2G052935
Sobic.002G111900	Bradi5g23290		Pavir.2NG290500, Pavir.2KG249900	Seita.2G109300	
Sobic.002G112000	Bradi1g52730		Pavir.2NG290400, Pavir.2KG249800	Seita.2G109400	GRMZM2G353091
Sobic.002G112100	Bradi1g52650	LOC_Os07g20580	Pavir.2KG249500, Pavir.2NG290100	Seita.2G109600	GRMZM2G076484
Sobic.002G112200			Pavir.7KG176600, Pavir.9NG831300		
Sobic.002G112300	Bradi1g07700	LOC_Os09g30458	Pavir.2KG249400	Seita.2G109700	GRMZM2G076417
Sobic.002G112400	Bradi1g00940				GRMZM5G885392
Sobic.002G112500					
Sobic.002G112600	Bradi1g52630	LOC_Os07g22024	Pavir.2KG249000, Pavir.2NG289200	Seita.2G109900	GRMZM2G080139
Sobic.002G112700	Bradi1g29020	LOC_Os07g07260	Pavir.2KG251900, Pavir.2NG289100, Pavir.2KG248900	Seita.2G110200	GRMZM2G049588
Sobic.002G112850	Bradi1g15474, Bradi3g35045, Bradi1g51281, Bradi5g11315, Bradi4g21230, Bradi3g29467, Bradi1g10750, Bradi2g18396, Bradi2g21473	LOC_Os09g01780, LOC_Os09g07200, LOC_Os06g13740, LOC_Os06g13900	Pavir.9NG338800	Seita.4G049000	
Sobic.002G113000	Bradi2g21490, Bradi3g29465, Bradi5g08162, Bradi2g18358, Bradi5g05228, Bradi5g14167, Bradi1g53476, Bradi1g26640, Bradi3g11191, Bradi4g17111, Bradi4g06916	LOC_Os06g13890, LOC_Os02g16220, LOC_Os09g01790	Pavir.1KG043400, Pavir.J761400, Pavir.5NG291900, Pavir.5KG222400, Pavir.J113800, Pavir.3KG553800, Pavir.1KG328300, Pavir.4KG352000, Pavir.6KG036300, Pavir.6NG062900, Pavir.3KG484500, Pavir.6KG143800, Pavir.2KG532500, Pavir.4NG081500, Pavir.5NG222200, Pavir.3KG484600, Pavir.2NG402100, Pavir.2NG174200, Pavir.6KG100300, Pavir.3NG243100, Pavir.3KG439500, Pavir.2KG148700, Pavir.8NG254600, Pavir.2NG529300, Pavir.3NG106500, Pavir.9NG827600, Pavir.7KG243400, Pavir.J046900, Pavir.7KG246500	Seita.9G325300	
Sobic.002G113033					
Sobic.002G113066					
Sobic.002G113100	Bradi1g29070	LOC_Os07g26110	Pavir.2NG021400, Pavir.2KG248400	Seita.2G110300	GRMZM5G863076, GRMZM2G002396
Sobic.002G113200	Bradi4g35030	LOC_Os07g27450	Pavir.2KG248300, Pavir.2NG021600, Pavir.2NG288200	Seita.2G110400	GRMZM2G151651
Sobic.002G113300		LOC_Os07g27430, LOC_Os03g44450	Pavir.3NG096400, Pavir.2KG248200, Pavir.2NG288000, Pavir.2NG021800	Seita.3G336600, Seita.2G110500	
Sobic.002G113400			Pavir.2KG248100	Seita.2G110600	GRMZM2G162316
Sobic.002G113500	Bradi4g05500	LOC_Os12g35670	Pavir.3NG229700, Pavir.3KG451100	Seita.3G342400	GRMZM2G301663
Sobic.002G113600	Bradi1g52540	LOC_Os07g22580	Pavir.2KG247900, Pavir.2NG287400	Seita.2G110700	GRMZM2G143253
Sobic.002G113700	Bradi2g25570	LOC_Os05g33820	Pavir.2NG287200, Pavir.2KG247700	Seita.2G110800	GRMZM2G096831
Sobic.002G113800	Bradi1g52557	LOC_Os07g22600	Pavir.2KG247600, Pavir.2NG287100	Seita.2G111000	GRMZM2G064163, GRMZM2G051771
Sobic.002G113900	Bradi1g52680	LOC_Os07g22640	Pavir.2KG230500, Pavir.2NG286700	Seita.2G111100	GRMZM2G092129
Sobic.002G114000			Pavir.2KG230000, Pavir.2KG230400, Pavir.2NG286600	Seita.2G111200	GRMZM2G164735, GRMZM2G179366
Sobic.002G114100	Bradi2g32775, Bradi4g22540, Bradi5g08880	LOC_Os05g06010	Pavir.6KG150200, Pavir.1KG390500, Pavir.6NG219600, Pavir.9KG230600, Pavir.4KG366100, Pavir.5NG623200, Pavir.2NG642500, Pavir.6NG080500, Pavir.6KG382700, Pavir.9KG601300, Pavir.6NG211900, Pavir.7KG149300, Pavir.6NG172300, Pavir.9NG224700, Pavir.3KG291800, Pavir.6NG146000, Pavir.3KG055000, Pavir.J062100		AC189284.3_FGP003
Sobic.002G114150		LOC_Os02g35790	Pavir.9KG524600, Pavir.4KG145700		
Sobic.002G114200	Bradi3g21380, Bradi3g21390	LOC_Os10g02620, LOC_Os10g02584, LOC_Os10g02509	Pavir.9NG846700, Pavir.9KG529500	Seita.9G475900	GRMZM2G166230
Sobic.002G114300	Bradi1g52670	LOC_Os07g22650	Pavir.2NG286500, Pavir.2KG230300	Seita.2G111300	GRMZM2G166245
Sobic.002G114400			Pavir.2KG230000, Pavir.2KG230400, Pavir.2NG286600	Seita.2G111200	GRMZM2G164735, GRMZM2G179366
Sobic.002G114501		LOC_Os02g35790	Pavir.9KG524600, Pavir.4KG145700		
Sobic.002G114600					
Sobic.002G114700	Bradi1g52670	LOC_Os07g22650	Pavir.2NG286500, Pavir.2KG230300	Seita.2G111300	GRMZM2G166245
Sobic.002G114800	Bradi1g52567	LOC_Os07g22710	Pavir.2KG229800, Pavir.2NG286400	Seita.2G111700	GRMZM2G365035
Sobic.002G114900	Bradi1g00887		Pavir.2NG286200, Pavir.2KG229500	Seita.2G111900	GRMZM2G022258
Sobic.002G115000	Bradi4g04120	LOC_Os12g38000	Pavir.2KG229400, Pavir.3NG319100, Pavir.3KG493500	Seita.3G330100, Seita.2G112000	GRMZM2G072729, GRMZM2G077851, GRMZM2G067456
Sobic.002G115025					
Sobic.002G115050					
Sobic.002G115075					
Sobic.002G115100					
Sobic.002G115200	Bradi1g19310		Pavir.2KG229100	Seita.2G112100	GRMZM2G178140
Sobic.002G115300					GRMZM2G468585
Sobic.002G115400	Bradi3g15084	LOC_Os07g22730, LOC_Os07g22770	Pavir.2KG228900, Pavir.2NG285800	Seita.2G112200	AC233933.1_FGP001
Sobic.002G115500					
Sobic.002G115600		LOC_Os01g57700	Pavir.3KG392800		
Sobic.002G115700	Bradi1g52580	LOC_Os07g22850	Pavir.2NG285500	Seita.2G112300	GRMZM2G108894
Sobic.002G115801	Bradi1g70240, Bradi1g68200, Bradi1g68472	LOC_Os03g14310			
Sobic.002G115900	Bradi2g31600		Pavir.2NG276500, Pavir.2KG245800	Seita.2G114000, Seita.2G112400	GRMZM2G109252
Sobic.002G116000	Bradi2g41590	LOC_Os07g22930	Pavir.2NG285400	Seita.2G112500	GRMZM2G008263
Sobic.002G116100	Bradi1g52590		Pavir.2KG234800	Seita.2G112600	GRMZM2G139639
Sobic.002G116200	Bradi1g19480	LOC_Os07g22950	Pavir.2KG234700, Pavir.2NG278300	Seita.9G136500, Seita.2G112700	GRMZM2G032699
Sobic.002G116300	Bradi1g52530	LOC_Os07g23110	Pavir.2NG278200, Pavir.2KG247300	Seita.2G112900	GRMZM5G831712
Sobic.002G116400					
Sobic.002G116500	Bradi5g05210	LOC_Os07g23169	Pavir.2NG278100, Pavir.2KG247200	Seita.2G113000	GRMZM2G032944
Sobic.002G116600	Bradi1g52490	LOC_Os07g23450	Pavir.2KG426300, Pavir.2NG278000	Seita.2G113100	GRMZM2G409452, GRMZM2G443109
Sobic.002G116700		LOC_Os07g23470	Pavir.2NG277800, Pavir.2NG277700, Pavir.2KG247000	Seita.2G113200, Seita.2G113300	
Sobic.002G116800	Bradi2g27286	LOC_Os07g23494	Pavir.2KG246900, Pavir.2NG277600	Seita.2G113400	GRMZM2G107956
Sobic.002G116900	Bradi2g27310	LOC_Os07g23520	Pavir.2NG277400, Pavir.2KG246700	Seita.2G113500, Seita.9G401800	GRMZM2G107968
Sobic.002G117000	Bradi1g52500	LOC_Os07g23550	Pavir.2NG277300, Pavir.2KG246600	Seita.2G113600	GRMZM2G113662, GRMZM5G873389, GRMZM2G320949
Sobic.002G117100			Pavir.2KG246500, Pavir.2NG277000	Seita.2G113700	
Sobic.002G117200	Bradi4g27310	LOC_Os07g23720	Pavir.2NG276800	Seita.2G113900	GRMZM2G157379
Sobic.002G117300		LOC_Os07g23730	Pavir.2KG245400, Pavir.2NG276400	Seita.2G114300	
Sobic.002G117400	Bradi1g52520	LOC_Os07g23790	Pavir.2NG276300, Pavir.2KG245300	Seita.2G114400	GRMZM2G141941
Sobic.002G117500		LOC_Os07g23740	Pavir.2NG276200, Pavir.2KG244900	Seita.2G114500	GRMZM2G009626
Sobic.002G117600	Bradi3g29700		Pavir.2NG276000	Seita.2G114600	
Sobic.002G117700	Bradi1g52510	LOC_Os07g23944, LOC_Os07g23880	Pavir.2NG275100, Pavir.2KG242100	Seita.2G114900	GRMZM2G095540, GRMZM2G311969, AC212404.3_FGP006, AC203753.4_FGP006
Sobic.002G117800					
Sobic.002G117850					
Sobic.002G117900	Bradi1g52510	LOC_Os07g23944, LOC_Os07g23880	Pavir.2NG275100, Pavir.2KG242100	Seita.2G114900	GRMZM2G095540, GRMZM2G311969, AC212404.3_FGP006, AC203753.4_FGP006
Sobic.002G118000				Seita.1G140600	
Sobic.002G118101					
Sobic.002G118200	Bradi1g29090	LOC_Os07g23990	Pavir.2KG241900, Pavir.2NG274400	Seita.2G115000	GRMZM5G845878
Sobic.002G118300		LOC_Os07g24000	Pavir.2NG274300, Pavir.2KG241800	Seita.2G115100	GRMZM2G154747
Sobic.002G118400					
Sobic.002G118500	Bradi2g16200, Bradi2g16180, Bradi4g04691, Bradi2g16190, Bradi2g36497, Bradi2g36564, Bradi2g36850, Bradi2g36817, Bradi2g36801, Bradi2g36526, Bradi1g49527, Bradi2g36550, Bradi2g36521, Bradi3g02240	LOC_Os07g18540, LOC_Os07g18560, LOC_Os07g18510	Pavir.5NG379600, Pavir.2NG271500, Pavir.2NG261400, Pavir.2KG156400, Pavir.2KG202900, Pavir.2NG291900, Pavir.2NG271800, Pavir.2KG252200, Pavir.2NG133900	Seita.2G105400	
Sobic.002G118600	Bradi3g11220	LOC_Os02g24080	Pavir.1NG160500, Pavir.5KG467100	Seita.1G147700	GRMZM2G153683
Sobic.002G118700	Bradi1g02510	LOC_Os03g62090, LOC_Os07g24190	Pavir.2NG259500	Seita.2G115400	GRMZM2G028353, GRMZM2G025231
Sobic.002G118801		LOC_Os07g47850	Pavir.2NG260400	Seita.2G115600	
Sobic.002G118900			Pavir.2KG241100	Seita.2G115900, Seita.2G116000	
Sobic.002G119000					
Sobic.002G119100	Bradi1g29040	LOC_Os07g24230	Pavir.2KG239600, Pavir.2NG282500	Seita.2G116100	GRMZM2G177539
Sobic.002G119200		LOC_Os06g45730	Pavir.2KG239500, Pavir.2NG282200		GRMZM5G805008, GRMZM2G109738
Sobic.002G119400	Bradi1g01936	LOC_Os03g62700	Pavir.2NG281900, Pavir.2KG239300	Seita.2G116400	GRMZM2G001668, GRMZM2G071877
Sobic.002G119500	Bradi1g29000	LOC_Os07g25430	Pavir.2KG224900, Pavir.2NG281700	Seita.2G117000	GRMZM2G016066, GRMZM2G016622
